Symbol,Option name,Strike,Price,BaroneAdiseWhaely,BjerksundStensland,FDAmericanEngine,jr,crr,eqp,trigeorgis,tian,lr
BA,BA160819P00095000,95,0.31,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117
BA,BA160819P00100000,100,0.47,2.949,2.949,2.953,2.953,2.953,2.953,2.953,2.953,2.953
BA,BA160819P00105000,105,0.76,7.92,7.92,7.92,7.92,7.92,7.92,7.92,7.92,7.92
BA,BA160819P00110000,110,1.26,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92,12.92
BA,BA160819P00115000,115,1.94,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92
BA,BA160819P00120000,120,3.1,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92
BA,BA160819P00125000,125,4.95,27.92,27.92,27.92,27.92,27.92,27.92,27.92,27.92,27.92
BA,BA160819P00130000,130,8.35,32.92,32.92,32.92,32.92,32.92,32.92,32.92,32.92,32.92
BA,BA160819P00135000,135,11.5,37.92,37.92,37.92,37.92,37.92,37.92,37.92,37.92,37.92
BA,BA160819P00140000,140,15.45,42.92,42.92,42.92,42.92,42.92,42.92,42.92,42.92,42.92
BA,BA160819P00145000,145,20.05,47.92,47.92,47.92,47.92,47.92,47.92,47.92,47.92,47.92
BA,BA160819P00150000,150,24.9,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92,52.92
BA,BA160819P00155000,155,29.5,57.92,57.92,57.92,57.92,57.92,57.92,57.92,57.92,57.92
BA,BA160819P00160000,160,20.12,62.92,62.92,62.92,62.92,62.92,62.92,62.92,62.92,62.92
BA,BA160819P00165000,165,38.25,67.92,67.92,67.92,67.92,67.92,67.92,67.92,67.92,67.92
BA,BA160819P00170000,170,45.13,72.92,72.92,72.92,72.92,72.92,72.92,72.92,72.92,72.92
BA,BA160819P00175000,175,42.25,77.92,77.92,77.92,77.92,77.92,77.92,77.92,77.92,77.92
BA,BA160819P00195000,195,73.05,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91
BA,BA161118P00065000,65,0.16,0,0,0,0,0,0,0,0,0
BA,BA161118P00070000,70,0.23,0,0,0,0,0,0,0,0,0
BA,BA161118P00075000,75,0.32,0,0,0,0,0,0,0,0,0
BA,BA161118P00080000,80,0.46,0,0,0,0,0,0,0,0,0
BA,BA161118P00085000,85,0.63,0,0,0,0,0,0,0,0,0
BA,BA161118P00090000,90,0.9,0,0,0,0,0,0,0,0,0
BA,BA161118P00095000,95,1.18,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117
BA,BA161118P00100000,100,1.68,2.94,2.94,2.943,2.943,2.943,2.943,2.943,2.943,2.943
BA,BA161118P00105000,105,2.3,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91
BA,BA161118P00110000,110,3.3,12.91,12.91,12.91,12.91,12.91,12.91,12.91,12.91,12.91
BA,BA161118P00115000,115,4.25,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91
BA,BA161118P00120000,120,6,22.91,22.91,22.91,22.91,22.91,22.91,22.91,22.91,22.91
BA,BA161118P00125000,125,8.1,27.91,27.91,27.91,27.91,27.91,27.91,27.91,27.91,27.91
BA,BA161118P00130000,130,11.2,32.91,32.91,32.91,32.91,32.91,32.91,32.91,32.91,32.91
BA,BA161118P00135000,135,13.45,37.91,37.91,37.91,37.91,37.91,37.91,37.91,37.91,37.91
BA,BA161118P00140000,140,17.6,42.91,42.91,42.91,42.91,42.91,42.91,42.91,42.91,42.91
BA,BA161118P00145000,145,16.51,47.91,47.91,47.91,47.91,47.91,47.91,47.91,47.91,47.91
BA,BA161118P00150000,150,19.87,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91,52.91
BA,BA161118P00155000,155,25.41,57.91,57.91,57.91,57.91,57.91,57.91,57.91,57.91,57.91
BA,BA170120P00055000,55,0.22,0,0,0,0,0,0,0,0,0
BA,BA170120P00060000,60,0.29,0,0,0,0,0,0,0,0,0
BA,BA170120P00065000,65,0.34,0,0,0,0,0,0,0,0,0
BA,BA170120P00070000,70,0.48,0,0,0,0,0,0,0,0,0
BA,BA170120P00075000,75,0.62,0,0,0,0,0,0,0,0,0
BA,BA170120P00080000,80,0.81,0,0,0,0,0,0,0,0,0
BA,BA170120P00085000,85,1.1,0,0,0,0,0,0,0,0,0
BA,BA170120P00090000,90,1.47,0,0,0,0,0,0,0,0,0
BA,BA170120P00095000,95,1.91,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114,0.114
BA,BA170120P00100000,100,2.5,2.93,2.931,2.934,2.934,2.934,2.934,2.934,2.934,2.934
BA,BA170120P00105000,105,3.3,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91
BA,BA170120P00110000,110,4.15,12.91,12.91,12.91,12.91,12.91,12.91,12.91,12.91,12.91
BA,BA170120P00115000,115,5.6,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91
BA,BA170120P00120000,120,7.35,22.91,22.91,22.91,22.91,22.91,22.91,22.91,22.91,22.91
BA,BA170120P00125000,125,9.45,27.91,27.91,27.91,27.91,27.91,27.91,27.91,27.91,27.91
BA,BA170120P00130000,130,11.9,32.91,32.91,32.91,32.91,32.91,32.91,32.91,32.91,32.91
BA,BA170120P00135000,135,14.55,37.91,37.91,37.91,37.91,37.91,37.91,37.91,37.91,37.91
BA,BA170120P00140000,140,18.05,42.91,42.91,42.91,42.91,42.91,42.91,42.91,42.91,42.91
BA,BA170120P00145000,145,22.25,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9
BA,BA170120P00150000,150,26.3,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9
BA,BA170120P00155000,155,30.65,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9,57.9
BA,BA170120P00160000,160,34.24,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9
BA,BA170120P00165000,165,42.25,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9
BA,BA170120P00170000,170,42.95,72.9,72.9,72.9,72.9,72.9,72.9,72.9,72.9,72.9
BA,BA170120P00175000,175,52.6,77.9,77.9,77.9,77.9,77.9,77.9,77.9,77.9,77.9
BA,BA170120P00180000,180,47.8,82.9,82.9,82.9,82.9,82.9,82.9,82.9,82.9,82.9
BA,BA170120P00185000,185,79.5,87.91,87.91,87.91,87.91,87.91,87.91,87.91,87.91,87.91
BA,BA170120P00195000,195,50.9,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91
BA,BA170120P00220000,220,90.5,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9
BA,BA170120P00230000,230,101.75,132.91,132.91,132.91,132.91,132.91,132.91,132.91,132.91,132.91
BA,BA170616P00065000,65,0.83,0,0,0,0,0,0,0,0,0
BA,BA170616P00070000,70,1.1,0,0,0,0,0,0,0,0,0
BA,BA170616P00085000,85,2.28,0,0,0,0,0,0,0,0,0
BA,BA170616P00090000,90,3,0,0,0,0,0,0,0,0,0
BA,BA170616P00100000,100,4.95,2.94,2.94,2.943,2.943,2.943,2.943,2.943,2.943,2.943
BA,BA170616P00105000,105,5.85,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91
BA,BA170616P00110000,110,7.18,12.91,12.91,12.91,12.91,12.91,12.91,12.91,12.91,12.91
BA,BA170616P00115000,115,8.85,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91
BA,BA170616P00120000,120,10.95,22.91,22.91,22.91,22.91,22.91,22.91,22.91,22.91,22.91
BA,BA170616P00125000,125,13.2,27.91,27.91,27.91,27.91,27.91,27.91,27.91,27.91,27.91
BA,BA170616P00130000,130,16.29,32.91,32.91,32.91,32.91,32.91,32.91,32.91,32.91,32.91
BA,BA170616P00135000,135,18.53,37.91,37.91,37.91,37.91,37.91,37.91,37.91,37.91,37.91
BA,BA170616P00140000,140,21.85,42.91,42.91,42.91,42.91,42.91,42.91,42.91,42.91,42.91
BA,BA180119P00055000,55,1.1,0,0,0,0,0,0,0,0,0
BA,BA180119P00060000,60,1.38,0,0,0,0,0,0,0,0,0
BA,BA180119P00065000,65,1.8,0,0,0,0,0,0,0,0,0
BA,BA180119P00070000,70,2.25,0,0,0,0,0,0,0,0,0
BA,BA180119P00075000,75,2.56,0,0,0,0,0,0,0,0,0
BA,BA180119P00080000,80,3.54,0,0,0,0,0,0,0,0,0
BA,BA180119P00085000,85,4.1,0,0,0,0,0,0,0,0,0
BA,BA180119P00090000,90,5.1,0,0,0,0,0,0,0,0,0
BA,BA180119P00095000,95,6.34,0.115,0.115,0.115,0.116,0.116,0.115,0.116,0.115,0.115
BA,BA180119P00100000,100,7.5,2.94,2.94,2.943,2.943,2.943,2.943,2.943,2.943,2.943
BA,BA180119P00105000,105,9.1,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91
BA,BA180119P00110000,110,10.5,12.91,12.91,12.91,12.91,12.91,12.91,12.91,12.91,12.91
BA,BA180119P00115000,115,12.5,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91,17.91
BA,BA180119P00120000,120,14.55,22.91,22.91,22.91,22.91,22.91,22.91,22.91,22.91,22.91
BA,BA180119P00125000,125,17.05,27.91,27.91,27.91,27.91,27.91,27.91,27.91,27.91,27.91
BA,BA180119P00130000,130,18.4,32.91,32.91,32.91,32.91,32.91,32.91,32.91,32.91,32.91
BA,BA180119P00135000,135,22.2,37.91,37.91,37.91,37.91,37.91,37.91,37.91,37.91,37.91
BA,BA180119P00140000,140,25.55,42.91,42.91,42.91,42.91,42.91,42.91,42.91,42.91,42.91
BA,BA180119P00145000,145,29.35,47.91,47.91,47.91,47.91,47.91,47.91,47.91,47.91,47.91
BA,BA180119P00150000,150,33.05,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9,52.9
BA,BA180119P00155000,155,37.55,57.91,57.91,57.91,57.91,57.91,57.91,57.91,57.91,57.91
BA,BA180119P00160000,160,39.65,62.91,62.91,62.91,62.91,62.91,62.91,62.91,62.91,62.91
BA,BA180119P00165000,165,42.15,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9,67.9
BA,BA180119P00170000,170,44.6,72.9,72.9,72.9,72.9,72.9,72.9,72.9,72.9,72.9
BA,BA180119P00175000,175,57.1,77.91,77.91,77.91,77.91,77.91,77.91,77.91,77.91,77.91
BA,BA180119P00180000,180,64.4,82.91,82.91,82.91,82.91,82.91,82.91,82.91,82.91,82.91
BA,BA180119P00185000,185,83.3,87.91,87.91,87.91,87.91,87.91,87.91,87.91,87.91,87.91
BA,BA180119P00195000,195,84.65,97.9,97.9,97.9,97.9,97.9,97.9,97.9,97.9,97.9
BA,BA180119P00200000,200,89.85,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9
BA,BA180119P00210000,210,85.8,112.91,112.91,112.91,112.91,112.91,112.91,112.91,112.91,112.91
BA,BA180119P00220000,220,90.5,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9,122.9
CAT,CAT160603P00055000,55,0.11,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00060000,60,0.09,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00062500,62.5,0.03,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00063000,63,0.04,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00063500,63.5,0.02,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00064000,64,0.06,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00064500,64.5,0.02,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00065000,65,0.02,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00066000,66,0.03,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00066500,66.5,0.02,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00067000,67,0.03,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00067500,67.5,0.02,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00068000,68,0.02,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00068500,68.5,0.02,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00069000,69,0.01,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00069500,69.5,0.02,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00070000,70,0.04,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00070500,70.5,0.02,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00071000,71,0.03,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00071500,71.5,0.05,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00072000,72,0.16,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00072500,72.5,0.17,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00073000,73,0.33,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00073500,73.5,0.59,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00074000,74,0.94,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00074500,74.5,1.7,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00075000,75,2.15,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00075500,75.5,3.55,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00076000,76,3.15,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00076500,76.5,5.4,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00077000,77,6.6,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00077500,77.5,7.29,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00078000,78,7.18,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00078500,78.5,5.5,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00079000,79,6.45,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00079500,79.5,6.2,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00080000,80,7.4,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00081500,81.5,4.1,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00083000,83,5.47,0,0,0,0,0,0,0,0,0
CAT,CAT160603P00083500,83.5,5.87,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00060000,60,0.12,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00062000,62,0.06,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00063500,63.5,0.07,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00064000,64,0.08,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00065000,65,0.06,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00066000,66,0.16,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00066500,66.5,0.39,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00067000,67,0.13,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00067500,67.5,0.11,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00068000,68,0.13,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00068500,68.5,0.17,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00069000,69,0.17,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00069500,69.5,0.52,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00070000,70,0.24,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00070500,70.5,0.3,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00071000,71,0.37,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00071500,71.5,0.93,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00072000,72,0.55,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00072500,72.5,0.85,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00073000,73,1,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00073500,73.5,1.7,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00074000,74,1.64,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00074500,74.5,2.46,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00075000,75,3.06,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00075500,75.5,3.98,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00076000,76,4.61,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00076500,76.5,4.3,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00077500,77.5,4.4,0,0,0,0,0,0,0,0,0
CAT,CAT160610P00078000,78,7.4,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00040000,40,0.02,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00042500,42.5,0.01,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00045000,45,0.02,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00047500,47.5,0.03,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00050000,50,0.02,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00055000,55,0.01,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00057500,57.5,0.04,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00060000,60,0.03,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00061000,61,0.04,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00061500,61.5,0.05,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00062000,62,0.1,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00062500,62.5,0.06,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00063000,63,0.08,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00064000,64,0.14,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00064500,64.5,0.11,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00065000,65,0.09,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00065500,65.5,0.16,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00066000,66,0.14,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00066500,66.5,0.23,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00067000,67,0.17,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00067500,67.5,0.21,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00068000,68,0.25,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00068500,68.5,0.38,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00069000,69,0.32,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00069500,69.5,0.41,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00070000,70,0.49,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00070500,70.5,0.56,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00071000,71,0.67,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00071500,71.5,0.77,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00072000,72,0.96,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00072500,72.5,1.16,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00073000,73,1.29,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00073500,73.5,1.51,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00074000,74,1.77,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00074500,74.5,4.98,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00075000,75,2.38,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00075500,75.5,2.97,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00077000,77,6.13,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00077500,77.5,5.12,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00080000,80,7.45,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00080500,80.5,10.1,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00081000,81,9,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00082500,82.5,9.65,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00085000,85,14.8,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00087500,87.5,8.8,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00090000,90,11.75,0,0,0,0,0,0,0,0,0
CAT,CAT160617P00095000,95,16.25,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117
CAT,CAT160617P00115000,115,35.9,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92,17.92
CAT,CAT160624P00055000,55,0.08,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00060000,60,0.07,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00062000,62,0.3,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00063000,63,0.3,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00064000,64,0.17,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00065000,65,0.28,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00066000,66,0.3,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00066500,66.5,0.94,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00067000,67,0.42,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00067500,67.5,0.44,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00068000,68,0.45,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00068500,68.5,0.7,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00069000,69,0.61,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00069500,69.5,1.11,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00070000,70,1,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00070500,70.5,2.21,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00071000,71,0.94,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00071500,71.5,1.37,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00072000,72,1.39,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00072500,72.5,2.23,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00073000,73,3.8,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00073500,73.5,2.01,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00074000,74,3.9,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00074500,74.5,4.38,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00075000,75,3.55,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00075500,75.5,3.92,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00076000,76,6.26,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00076500,76.5,6.8,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00077500,77.5,5.53,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00079000,79,8.63,0,0,0,0,0,0,0,0,0
CAT,CAT160624P00080000,80,9.12,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00055000,55,0.14,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00060000,60,0.13,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00062000,62,0.2,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00063000,63,0.46,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00063500,63.5,0.31,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00064000,64,0.25,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00065000,65,0.39,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00066000,66,0.55,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00066500,66.5,1.29,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00067000,67,0.68,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00067500,67.5,0.77,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00068000,68,0.62,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00068500,68.5,1.63,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00069000,69,1.1,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00069500,69.5,0.88,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00070000,70,1.23,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00070500,70.5,1.27,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00071000,71,1.28,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00071500,71.5,1.45,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00072000,72,1.83,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00072500,72.5,3.14,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00073000,73,2.04,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00073500,73.5,4.02,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00074000,74,3.4,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00074500,74.5,3.55,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00075000,75,3.55,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00076000,76,5.85,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00076500,76.5,6.67,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00077500,77.5,5.91,0,0,0,0,0,0,0,0,0
CAT,CAT160701P00079000,79,9.7,0,0,0,0,0,0,0,0,0
